election_date,election_year,election_month,election_day,prop_letter_or_num,prop_title,num_yes_votes,num_no_votes,pct_yes_votes,pct_no_votes,pct_required_to_pass,pass_or_fail,raw_source_of_prop,source_of_prop,prop_kind,description,prop_url
11/5/1907,1907,11,5,1,Bonds issued for acquisition of public utilities,23257,4637,83.3,16.7,50%+1,P,Supervisors,supervisors,Charter Amendment,"Setting forth a proposal relating to bonds issued for the acquisition of public utilities, the registration thereof, and the levy of taxes to provide for the interest thereon and a sinking fund, and to bonds issued for the acquisition of land and the construction or acquisition of any permanent building or buildings, improvement or improvements.",https://sfpl.org/index.php?pg=2000027201&propid=1
11/5/1907,1907,11,5,2,Recall of Elected Officials,22945,5579,80.4,19.6,50%+1,P,Supervisors,supervisors,Charter Amendment,The holder of any elective office may be removed at any time by the electors qualified to vote for a successor of each incumbent. A petition must be filed with the Board of Election Commissioners with signatures equal to 30% (percent) of registered voters and must contain a general statement of the grounds for which the removal is sought.,https://sfpl.org/index.php?pg=2000027201&propid=2
11/5/1907,1907,11,5,3,Apportionment of Fund Revenue; Interest on Bonded Indebtedness; Sinking Funds,21000,5809,78.3,21.7,50%+1,P,Supervisors,supervisors,Charter Amendment,Relating to the apportionment of the income and revenue of funds and a provision for income to pay interest on the bonded indebtedness and provide for the sinking funds. The sinking funds shall always be provided for out of the tax on property.,https://sfpl.org/index.php?pg=2000027201&propid=3
11/5/1907,1907,11,5,4,Responsibility of treasurer for public funds,22425,5285,80.9,19.1,50%+1,P,Supervisors,supervisors,Charter Amendment,Relating to the custody by the Treasurer of public funds and authorizing their deposit in certain banks upon certain terms and conditions.  Treasurer shall receive and safely keep all moneys which shall be paid into the Treasury.,https://sfpl.org/index.php?pg=2000027201&propid=4
11/5/1907,1907,11,5,5,"Board of Public Works; Contracts, Bonds and Payments",20527,7039,74.4,25.6,50%+1,P,Supervisors,supervisors,Charter Amendment,"Relating to contracts entered into by the Board of Public Works, and bonds to be given in connection with the same, permitting progressive payments to be provided upon certain terms and conditions. All contracts shall be drawn under the supervision of the City Attorney.",https://sfpl.org/index.php?pg=2000027201&propid=5
11/5/1907,1907,11,5,6,Officers of City to be Bonded,21970,4495,83.0,17.0,50%+1,P,Supervisors,supervisors,Charter Amendment,Officers shall respectively execute official bonds to the City and County.,https://sfpl.org/index.php?pg=2000027201&propid=6
11/5/1907,1907,11,5,7,Board of Supervisors' Appropriation for Urgent Necessities,20961,5358,79.6,20.4,50%+1,P,Supervisors,supervisors,Charter amendment,"Relating to the appropriation of $100,000 a year by the supervisors for urgent necessities not otherwise provided for by law.",https://sfpl.org/index.php?pg=2000027201&propid=7
11/5/1907,1907,11,5,8,Composition of Members of Fire Department; Salaries and Vacations,35017,8347,80.7,19.3,50%+1,P,Supervisors,supervisors,Charter Amendment,Relative to the composition of the personnel of the companies of the Fire Department and the salaries and vacations of the members.,https://sfpl.org/index.php?pg=2000027201&propid=8
11/5/1907,1907,11,5,9,Taxes or Bonded Indebtedness; Acquisition of Public Utilities,20861,5858,78.0,22.0,50%+1,P,Supervisors,supervisors,Charter Amendment,"The City shall have the power to acquire, construct or complete any public utility from funds derived from taxes levied for that purpose, or from funds derived from the sale of bonds issued for that purpose and may operate, maintain, sell or lease any public utility subject to the provisions of this Charter.",https://sfpl.org/index.php?pg=2000027201&propid=9
11/5/1907,1907,11,5,10,Sale of City-Owned Lands; Future Land Acquisitions,15023,10573,58.6,41.4,50%+1,P,Supervisors,supervisors,Charter Amendment,"City and County of San Francisco to have power to sell all lands owned by the City and County between Ninth street and Eighteenth street, formerly Mission Creek, and any and all future acquisitions, excepting lands for parks, squares and children's playgrounds.",https://sfpl.org/index.php?pg=2000027201&propid=10
11/5/1907,1907,11,5,11,Changes to Street Grades,18499,7774,70.4,29.6,50%+1,P,Supervisors,supervisors,Charter Amendment,Relating to the changes or modifications of street grades and the performance of street work in connection therewith.,https://sfpl.org/index.php?pg=2000027201&propid=11
11/5/1907,1907,11,5,12,"Opening, Closing, Widening, Straightening, and Extending of Streets",18501,8109,69.5,30.5,50%+1,P,Supervisors,supervisors,Charter Amendment,"Relating to the opening, extending, widening, straightening or closing up of streets and the performance of street work in connection therewith, and the condemnation and acquisition of land and property necessary therefor.",https://sfpl.org/index.php?pg=2000027201&propid=12
11/5/1907,1907,11,5,13,Liability for Damages against the City and its Officials,19817,6605,75.0,25.0,50%+1,P,Supervisors,supervisors,Charter Amendment,"No recourse shall be had against the City for damage or loss to person or property due to the defective condition, or lack of repair, of any sidewalk, street, avenue, lane, alley, court, place or sewer.",https://sfpl.org/index.php?pg=2000027201&propid=13
11/5/1907,1907,11,5,14,Leasing of Real Property of School Department,20451,5707,78.1,21.9,50%+1,P,Supervisors,supervisors,Charter Amendment,"To lease to the highest responsible bidder, for the benefit of the Common School Fund and for a term not exceeding thirty-five years, any real property of the School Department not required for school purposes.",https://sfpl.org/index.php?pg=2000027201&propid=14
11/5/1907,1907,11,5,15,Board of Supervisors; Power to grant permits for spur tracks,20501,11504,64.0,36.0,50%+1,P,Supervisors,supervisors,Charter Amendment,"To permit spur tracks for industrial purposes only, for purpose of connecting warehouses, manufactories, or other business industries and enterprises with the Belt Line of railroads along the water front or other lines of railroad.",https://sfpl.org/index.php?pg=2000027201&propid=15
11/5/1907,1907,11,5,16,Contract for Official Advertising; Official Newspaper,12012,16729,41.7,58.3,50%+1,F,Supervisors,supervisors,Charter Amendment,"All contracts for official advertising to be let annually to the lowest responsible bidder publishing a daily newspaper with a daily circulation of at least two thousand copies and that has been in in existence for at least two years.  Advertising to be construed to mean the advertising and publication of all official reports, orders, ordinances relating to City work. The newspaper awarded such a contract shall be known as the ""Official Newspaper"".",https://sfpl.org/index.php?pg=2000027201&propid=16
11/5/1907,1907,11,5,17,Regulation of Telephone Charges,23867,3967,85.7,14.7,50%+1,P,Supervisors,supervisors,Charter Amendment,"To fix and determine by ordinance in the month of February of each year, to take effect on the first day of July thereafter, rates or compensation to be collected for the use of water, heat, light, power or telephonic service.",https://sfpl.org/index.php?pg=2000027201&propid=17
11/5/1907,1907,11,5,18,Establishment of a Playground Commission,25897,3575,87.8,12.2,50%+1,P,Supervisors,supervisors,Charter Amendment,"Relating to children's playgrounds and public recreation centers outside of Golden Gate Park, and creating a Playground Commission.",https://sfpl.org/index.php?pg=2000027201&propid=18
11/5/1907,1907,11,5,19,Board of Health; Members; Appointment to Board and Terms of Office,20019,7131,73.7,26.3,50%+1,P,Supervisors,supervisors,Charter Amendment,"Establish a Department of Health, under the management of the Board of Health, which will consist of seven members, to be appointed by the Mayor.   Members of the Board to serve without compensation and adopt rules and regulations as necessary for the government of the board.",https://sfpl.org/index.php?pg=2000027201&propid=19
11/5/1907,1907,11,5,20,Salaries of Members of Police Department,23095,17382,57.0,43.0,50%+1,P,Supervisors,supervisors,Charter Amendment,"Captains shall receive an annual salary of $2400; Lieutenants,  an annual salary of $1920; Sergeants, an annual salary of $1680; Corporals, an annual salary of $1560; Uniformed officers, an annual salary of $1464. The police force shall not exceed one officer for each 500 residents.",https://sfpl.org/index.php?pg=2000027201&propid=20
11/5/1907,1907,11,5,21,Salaries of Members and Chief of Department of Electricity,18862,10894,63.3,36.7,50%+1,P,Supervisors,supervisors,Charter Amendment,"Board of Fire Commissioners and Board of Police Commissioners to elect an electrician, who will have general supervision of the Department of Electricity and will receive an annual salary of $3,000.  The number and compensation of assistants and employees of the Department of Electricity will be fixed annually by the Supervisors.",https://sfpl.org/index.php?pg=2000027201&propid=21
5/11/1908,1908,5,11,1,"Auxiliary Water System Bonds, $5,200,000",21488,1636,92.9,7.1,66 2/3%,P,Supervisors,supervisors,Bond Issue,"To incur a bonded indebtedness of $5,200,000 for an auxiliary water system for the City.",https://sfpl.org/index.php?pg=2000027201&propid=22
5/11/1908,1908,5,11,2,"Sewer System Bonds, $4,000,000",21401,1645,92.8,7.2,66 2/3%,P,Supervisors,supervisors,Bond Issue,"To incur a bonded indebtedness of $4,000,000 for the construction of a sewerage system for the City.",https://sfpl.org/index.php?pg=2000027201&propid=23
5/11/1908,1908,5,11,3,"Public School Buildings Bonds, $3,000,000",21397,1701,92.6,7.4,66 2/3%,P,Supervisors,supervisors,Bond Issue,"To incur a bonded indebtedness of $3,000,000 for the construction of new public school buildings in the City.",https://sfpl.org/index.php?pg=2000027201&propid=24
5/11/1908,1908,5,11,4,"Hospital Bonds, $2,000,000",21263,1733,92.6,7.6,66 2/3%,P,Supervisors,supervisors,Bond Issue,"To incur a bonded indebtedness of $2,000,000 for construction and improvement to the public hospitals in the City.",https://sfpl.org/index.php?pg=2000027201&propid=25
5/11/1908,1908,5,11,5,"Hall of Justice and Jail Bonds, $1,000,000",21133,1875,91.8,8.2,66 2/3%,P,Supervisors,supervisors,Bond Issue,"To incur a bonded indebtedness of $1,000,000 for the construction of a Hall of Justice and a jail facility in the City.",https://sfpl.org/index.php?pg=2000027201&propid=26
5/11/1908,1908,5,11,6,"Sanitary Reduction Work Bonds, $1,000,000",20653,2423,89.4,10.6,66 2/3%,P,Supervisors,supervisors,Bond Issue,"To incur a bonded indebtedness of $1,000,000 for the construction of a garbage disposal plant and to change the methods of the current sanitary system in the City.",https://sfpl.org/index.php?pg=2000027201&propid=27
11/12/1908,1908,11,12,1,Hetch Hetchy Project Authorization,34950,5708,85.9,14.1,50%+1,P,Supervisors,supervisors,Charter Amendment,"Shall the City be authorized to purchase as a public utility, a water supply system and water works in the Hetch Hetchy Valley to furnish the City and its inhabitants with a sufficient supply of good, pure water for all purposes?",https://sfpl.org/index.php?pg=2000027201&propid=28
11/12/1908,1908,11,12,2,"Hetch Hetchy, Tuolumne River, Lake Eleanor Project Bonds, $600,000",34572,5647,86.4,13.6,66 2/3%,P,Supervisors,supervisors,Bond Issue,"To incur a bonded indebtedness of $600,000 for the purchase of lands, rights and claims to and adjacent to the Hetch Hetchy Valley and Lake Eleanor for the purpose of the construction of a water supply system and water works to furnish the City with a sufficient supply of good, pure water for all purposes. Requires a two-thirds vote to pass.",https://sfpl.org/index.php?pg=2000027201&propid=29
11/12/1908,1908,11,12,3,"County Line Water Company Purchase, $40,000",33897,5953,85.0,15.0,50%+1,P,Supervisors,supervisors,Charter Amendment,"To authorize the City to spend $40,000 on the purchase of the property and operations of the County Line Water Company used in supplying a portion of  the City with water.",https://sfpl.org/index.php?pg=2000027201&propid=30
6/22/1909,1909,6,22,1,New City Hall,12807,10498,54.9,45.1,66 2/3%,F,Supervisors,supervisors,Bond Issue,"To incur a bonded indebtedness of $3,480,000 for the construction of a new City Hall and the purchase of four-and-a-half blocks new Market and Van Ness to constitute a Civic Center.",https://sfpl.org/index.php?pg=2000027201&propid=31
6/22/1909,1909,6,22,2,"Polytechnic High School Bond Issue, $600,000",17979,5210,77.5,22.5,66 2/3%,P,Supervisors,supervisors,Bond Issue,"To incur a bonded indebtedness of $600,000 for the construction of Polytechnic High School",https://sfpl.org/index.php?pg=2000027201&propid=32
6/22/1909,1909,6,22,3,"Juvenile Detention Home Bond Issue, $160,000",14950,8253,64.4,35.6,66 2/3%,F,Supervisors,supervisors,Bond Issue,"To incur a bonded indebtedness of $160,000 for the construction of a juvenile detention home.",https://sfpl.org/index.php?pg=2000027201&propid=33
6/22/1909,1909,6,22,4,"Telegraph Hill Public Park Bond Issue, $250,000",14334,8784,62.0,37.8,66 2/3%,F,Supervisors,supervisors,Bond Issue,"To incur a bonded indebtedness of $250,000 for the acquisition of lands on Telegraph Hill for the construction of a public park.",https://sfpl.org/index.php?pg=2000027201&propid=34
6/22/1909,1909,6,22,5,"Potrero Public Park Bond Issue, $400,000",14243,8941,61.4,38.6,66 2/3%,F,Supervisors,supervisors,Bond Issue,"To incur a bonded indebtedness of $400,000 for the acquisition of land in the Potrero neighborhood near Kansas, 20th and Connecticut for the construction of a public park.",https://sfpl.org/index.php?pg=2000027201&propid=35
6/22/1909,1909,6,22,6,"Aquatic Park Bond Issue, $500,000",14466,8755,62.2,37.8,66 2/3%,F,Supervisors,supervisors,Bond Issue,"To incur a bonded indebtedness of $500,000 for the acquisition of lands at the northern terminal of Van Ness Avenue for the construction of a public aquatic park.",https://sfpl.org/index.php?pg=2000027201&propid=36
6/22/1909,1909,6,22,7,"Bay View Public Park Bond Issue, $25,000",14215,8805,61.7,38.3,66 2/3%,F,Supervisor,supervisor,Bond Issue,"To incur a bonded indebtedness of $25,000 for the acquisition of the Bay View near the railroad and 32nd Avenue.",https://sfpl.org/index.php?pg=2000027201&propid=37
6/22/1909,1909,6,22,8,"Noe Valley Public Playground Bond Issue, $500,000",14861,8258,64.2,35.8,66 2/3%,F,Supervisor,supervisor,Bond Issue,"To incur a bonded indebtedness of $500,000 for the acquisition of land near Noe Street, Sanchez, Elizabeth and 24th Street.",https://sfpl.org/index.php?pg=2000027201&propid=38
6/22/1909,1909,6,22,9,"Glen Park Public Park Bond Issue, $90,000",13451,9560,58.4,41.6,66 2/3%,F,Supervisors,supervisors,Bond Issue,"To incur a bonded indebtedness of $90,000 for the acquisition of lands in the Glen Park District for a public park",https://sfpl.org/index.php?pg=2000027201&propid=39
6/24/1909,1909,6,24,1,"Municipal (MUNI) Street Railway -- Gray Street Bond Issue, $1,950,000",14404,7805,64.8,35.2,66 2/3%,F,Supervisors,supervisors,Bond Issue,"To incur a bonded indebtedness of $1,950,000 for the acquisition and construction of a public utility namely the Municipal Street Railway along Gray Street.",https://sfpl.org/index.php?pg=2000027201&propid=40
1/14/1910,1910,1,14,1,Lake Eleanor Bonds,32886,1609,95.3,4.7,66 2/3%,P,Supervisors,supervisors,Bond Issue,"To incur a bonded debt of City and County of San Francisco to the amount of $45,000,000 for the purpose of acquisition, construction and completion of a water supply and works to be owned and controlled by the City and County of San Francisco.",https://sfpl.org/index.php?pg=2000027201&propid=41
1/14/1910,1910,1,14,2,Spring Valley System,22068,11722,65.3,34.7,66 2/3%,F,Supervisor,supervisor,Bond Issue,"To incur a bonded debt of $35,000,000 to purchase water supply, works and property of Spring Valley Water Company.",https://sfpl.org/index.php?pg=2000027201&propid=42
11/15/1910,1910,11,15,1,Panama-Pacific International Exposition,42024,2122,95.1,4.9,50%+1,P,Supervisors,supervisors,Charter Amendment,"Providing $5,000,000 city bonds for the exposition.",https://sfpl.org/index.php?pg=2000027201&propid=43
11/15/1910,1910,11,15,2,Library Trustees,11539,27813,29.3,70.7,50%+1,F,Supervisors,supervisors,Charter Amendment,Giving the Mayor the appointment of Library Trustees.,https://sfpl.org/index.php?pg=2000027201&propid=44
11/15/1910,1910,11,15,3,City Taxes,9753,27854,25.9,74.1,50%+1,F,Supervisor,supervisor,Charter Amendment,Abolishing the dollar limit in the rate of city taxes.,https://sfpl.org/index.php?pg=2000027201&propid=45
11/15/1910,1910,11,15,4,Public Utilities,11186,26736,29.4,70.6,50%+1,F,Supervisors,supervisors,Charter Amendment,Enlarging power of city to acquire public utilities.,https://sfpl.org/index.php?pg=2000027201&propid=46
11/15/1910,1910,11,15,5,Municipal Record,18593,20045,48.1,51.9,50%+1,F,Supervisors,supervisors,Charter Amendment,Providing for the city advertising in Municipal Record,https://sfpl.org/index.php?pg=2000027201&propid=47
11/15/1910,1910,11,15,6,Petition Percentage,21651,17663,55.0,45.0,50%+1,P,Supervisors,supervisors,Charter Amendment,Reducing petition percentage for direct legislation and recall.,https://sfpl.org/index.php?pg=2000027201&propid=48
11/15/1910,1910,11,15,7,Majority Rule,33671,7469,81.8,18.2,50%+1,P,Supervisors,supervisors,Charter Amendment,Provides for majority rule and restores Australian ballot.,https://sfpl.org/index.php?pg=2000027201&propid=49
11/15/1910,1910,11,15,8,City Election Ballot,31380,8480,78.7,21.3,50%+1,P,Supervisors,supervisors,Charter Amendment,Eliminates the party circles from city election ballot.,https://sfpl.org/index.php?pg=2000027201&propid=50
11/15/1910,1910,11,15,9,Term Limits For Supervisors,21108,11130,65.4,34.6,50%+1,P,Supervisors,supervisors,Charter Amendment,Four-year term: half Supervisors elected every two years.,https://sfpl.org/index.php?pg=2000027201&propid=51
11/15/1910,1910,11,15,10,Absence of City Officials,28411,10847,72.3,27.7,50%+1,P,Supervisors,supervisors,Charter Amendment,Enlarging the opportunity for absence of city officials.,https://sfpl.org/index.php?pg=2000027201&propid=52
11/15/1910,1910,11,15,11,Tunnel and Subway Construction,32432,7073,82.0,18.0,50%+1,P,Supervisors,supervisors,Charter Amendment,Provides for construction of tunnels and subways.,https://sfpl.org/index.php?pg=2000027201&propid=53
11/15/1910,1910,11,15,12,Tunnel and Subway Construction (Same As Number 11),31558,7301,81.2,18.8,50%+1,P,Supervisors,supervisors,Charter Amendment,Provides for construction of tunnels and subways.,https://sfpl.org/index.php?pg=2000027201&propid=54
11/15/1910,1910,11,15,13,Sewer Assessments,13005,24500,34.6,65.4,50%+1,F,Supervisors,supervisors,Charter Amendment,Exempting sewer assessments from 50 per cent property value clause.,https://sfpl.org/index.php?pg=2000027201&propid=55
11/15/1910,1910,11,15,14,Responsibility For Unaccepted Streets,27643,11243,71.0,29.0,50%+1,P,Supervisors,supervisors,Charter Amendment,Makes property owners responsible for unaccepted streets.,https://sfpl.org/index.php?pg=2000027201&propid=56
11/15/1910,1910,11,15,17,Construction of Park Museum,34490,4561,88.3,11.7,50%+1,P,Supervisors,supervisors,Charter Amendment,Permitting Academy of Sciences to build museum in Park.,https://sfpl.org/index.php?pg=2000027201&propid=57
11/15/1910,1910,11,15,18,Age Limit For Fire Auxiliary System Employees,19192,19009,50.2,49.8,50%+1,P,Supervisors,supervisors,Charter Amendment,Extending age limit of employees in the Auxiliary system.,https://sfpl.org/index.php?pg=2000027201&propid=58
11/15/1910,1910,11,15,19,Recall of Street Railroad Franchise,20465,17677,53.6,46.4,50%+1,P,Supervisors,supervisors,Charter Amendment,Permitting city to recall street railroad franchise.,https://sfpl.org/index.php?pg=2000027201&propid=59
11/15/1910,1910,11,15,20,Street Railroad Franchise Restrictions,17684,18921,48.3,51.7,50%+1,F,Supervisors,supervisors,Charter Amendment,Adding to restrictions of street railroad franchises.,https://sfpl.org/index.php?pg=2000027201&propid=60
11/15/1910,1910,11,15,21,Tax Levy For Playgrounds,12779,23851,34.8,65.2,50%+1,F,Supervisors,supervisors,Charter Amendment,Providing 4 to 6 cent tax levy for playgrounds.,https://sfpl.org/index.php?pg=2000027201&propid=61
11/15/1910,1910,11,15,22,Golden Gate Park Funds,16855,20504,45.1,54.9,50%+1,F,Supervisors,supervisors,Charter Amendment,Taking half Golden Gate Park funds for other parks.,https://sfpl.org/index.php?pg=2000027201&propid=62
11/15/1910,1910,11,15,23,Municipal Work,10896,25697,29.7,70.3,50%+1,F,Supervisors,supervisors,Charter Amendment,Restricting municipal work to the day labor system.,https://sfpl.org/index.php?pg=2000027201&propid=63
11/15/1910,1910,11,15,24,Civil Service Commission Cost and Term,14234,22261,39.0,61.0,50%+1,F,Supervisor,supervisor,Charter Amendment,Adds to cost and alters form of Civil Service Commission.,https://sfpl.org/index.php?pg=2000027201&propid=64
11/15/1910,1910,11,15,25,Reducing City Office Hours,8662,28014,23.6,76.4,50%+1,F,Supervisors,supervisors,Charter Amendment,Provides leisure for tax eaters by reducing city office hours.,https://sfpl.org/index.php?pg=2000027201&propid=65
11/15/1910,1910,11,15,27,Fiscal Amendments,27383,10225,72.8,27.2,50%+1,P,Supervisors,supervisors,Charter Amendment,Makes fiscal amendments take effect first of fiscal year.,https://sfpl.org/index.php?pg=2000027201&propid=66
11/15/1910,1910,11,15,28,Raising Firemen Pensions,30460,8415,78.3,21.7,50%+1,P,Supervisors,supervisors,Charter Amendment,Raising pensions of firemen retired before year 1900.,https://sfpl.org/index.php?pg=2000027201&propid=67
11/15/1910,1910,11,15,29,Supervisors' Salaries,20709,17396,54.3,45.7,50%+1,P,Supervisors,supervisors,Charter Amendment,Raising the salaries of Supervisors to $200 a month.,https://sfpl.org/index.php?pg=2000027201&propid=68
11/15/1910,1910,11,15,30,Salaries and Positions in Registrar's Office,12353,26550,31.7,68.3,50%+1,F,Supervisors,supervisors,Charter Amendment,More positions and higher salaries in Registrar's office.,https://sfpl.org/index.php?pg=2000027201&propid=69
11/15/1910,1910,11,15,31,Raising Salaries,10109,28374,26.2,73.8,50%+1,F,Supervisors,supervisors,Charter Amendment,Raising salaries of certain employees in Tax Collector's office.,https://sfpl.org/index.php?pg=2000027201&propid=70
11/15/1910,1910,11,15,32,Board of Works -- Positions and Money,8797,29697,22.8,77.2,50%+1,F,Supervisors,supervisors,Charter Amendment,New positions and more money for the Board of Works.,https://sfpl.org/index.php?pg=2000027201&propid=71
11/15/1910,1910,11,15,33,Board of Health -- Positions and Money,9471,29478,24.3,75.7,50%+1,F,Supervisors,supervisors,Charter Amendment,New positions and more money for the Board of Health.,https://sfpl.org/index.php?pg=2000027201&propid=72
11/15/1910,1910,11,15,34,Department of Electricity -- Salaries,8257,29648,21.7,78.3,50%+1,F,Supervisors,supervisors,Charter Amendment,Higher and more salaries in Department of Electricity.,https://sfpl.org/index.php?pg=2000027201&propid=73
11/15/1910,1910,11,15,35,Recorder's Salaries,21118,18163,53.7,46.3,50%+1,P,Supervisors,supervisors,Charter Amendment,Reducing piece rate and increasing salaries in Recorder's office.,https://sfpl.org/index.php?pg=2000027201&propid=74
11/15/1910,1910,11,15,36,Assessor's Office -- Positions and Salaries,19324,19674,49.5,50.5,50%+1,F,Supervisors,supervisors,Charter Amendment,New positions and higher salaries in Assessor's office.,https://sfpl.org/index.php?pg=2000027201&propid=75
11/15/1910,1910,11,15,37,Taxes For Public Schools,15027,23567,38.9,61.1,50%+1,F,Supervisors,supervisors,Charter Amendment,Adding to the portion of taxes for the public schools.,https://sfpl.org/index.php?pg=2000027201&propid=76
11/15/1910,1910,11,15,38,Minimum Wage For City Work,20972,19367,51.9,48.1,50%+1,P,Supervisors,supervisors,Charter Amendment,Making $3 minimum day's wage on all the city work.,https://sfpl.org/index.php?pg=2000027201&propid=77
11/15/1910,1910,11,15,39,Police Patrol Drivers' Salaries,15256,24681,39.9,60.1,50%+1,F,Supervisors,supervisors,Charter Amendment,Raising the salaries of the police patrol drivers.,https://sfpl.org/index.php?pg=2000027201&propid=78
3/28/1912,1912,3,28,,City Hall Bonds,45129,4035,91.7,8.3,,P,Supervisors,supervisors,Bond Issue,Whether bonds are to be issued with which to build a new City Hall and to acquire land adjacent to it upon which will be constructed the San Francisco civic center.,https://sfpl.org/index.php?pg=2000027201&propid=80
12/10/1912,1912,12,10,1,Establishing a Civic Center,50210,24145,67.5,32.5,50%+1,P,Supervisors,supervisors,Charter Amendment,"Board of Supervisors to acquire land bounded by Market Street, Golden Gate Avenue and Franklin Street, for the purpose of establishing a Civic Center. The Board may also authorize the erection of an auditorium by the Panama-Pacific International Exposition Company, or of an opera house, museum, or other structure, provided the ownership of such structure will be vested in the municipality.",https://sfpl.org/index.php?pg=2000027201&propid=81
12/10/1912,1912,12,10,2,Panama-Pacific International Exposition Site,47962,24720,65.9,34.1,50%+1,P,Supervisors,supervisors,Charter Amendment,"Board of Supervisors to pass ordinances relating to use and closing of streets; the use, alteration, demolition and control of buildings; installation of water, gas, steam, sewerage and other pipes; use and control of electric light, power; maintenance and control of fire and police protection; any portion of the City and County of San Francisco which has been or may be selected as the site for the holding of the Panama-Pacific International Exposition.",https://sfpl.org/index.php?pg=2000027201&propid=82
12/10/1912,1912,12,10,3,Establishment of Civil Service Commission,44403,30522,59.2,40.8,50%+1,P,Supervisors,supervisors,Charter Amendment,"The Mayor will appoint three persons as Civil Service Commissioners, who will constitute the Civil Service Commission.   Each of the Commissioners will receive an annual salary of $1200.  Supervisors will appropriate annually not less than $12,500 for the expenses of the Commission, and not less than $5,000 additional for the inspection service.",https://sfpl.org/index.php?pg=2000027201&propid=83
12/10/1912,1912,12,10,4,Elected City Officials,14779,58153,20.2,79.8,50%+1,F,Supervisors,supervisors,Charter Amendment,"All these officials will be elected by the people: Assessor - term of four years, annual salary $8000;  Coroner- term of four years,  also control the Morgue, annual salary of $5,000; Recorder - term of four years, annual salary $5,000; County Clerk  - term of four years, annual salary $5,000;  Sheriff  - term of four years, annual salary $8,000 exclusive of the compensation received for delivery of prisoners and the insane.",https://sfpl.org/index.php?pg=2000027201&propid=84
12/10/1912,1912,12,10,5,Fire Department Company Composition,33644,46178,42.1,57.9,50%+1,F,Supervisors,supervisors,Charter Amendment,"Relating to the composition and duty shifts of the following: Fire Engine Company, Truck Company, Combination Chemical Company, Chemical Company, Water Tower Company, Fire Boat Company, Monitor Battery.",https://sfpl.org/index.php?pg=2000027201&propid=85
12/10/1912,1912,12,10,6,Acquisition and Ownership of Public Utilities,20719,49975,29.3,70.7,50%+1,F,Supervisors,supervisors,Charter Amendment,"The Board of Supervisors is empowered to provide by ordinance for the acquisition, construction, extension or condemnation of any public utility and to meet the costs of such acquisition by either issuance of bonds, by a special tax levy or by a tax on assessed property to be used solely for the purpose of construction of public utilities.",https://sfpl.org/index.php?pg=2000027201&propid=86
12/10/1912,1912,12,10,7,"Regulations of Board of Elections Commissioners, Registrar of Voters and Deputy Registrar",26351,44551,37.1,62.9,50%+1,F,Supervisors,supervisors,Charter Amendment,"No Registrar, Deputy Registrar, or member of the Board will, during the term of office be a member of any convention, the purpose of which is to nominate candidates for office, nor hold any municipal office until one year after the end of the term; nor take part in any election except to vote, and when acting as Election Commissioner; nor act as officer of any election or primary election.",https://sfpl.org/index.php?pg=2000027201&propid=87
12/10/1912,1912,12,10,8,Elected City Officials,5855,63471,8.4,91.6,50%+1,F,Supervisors,supervisors,Charter Amendment,"All these officials will be elected by the people: Treasurer - term of four years, annual salary $5,000; Auditor- term of four years, annual salary $5,000;  Tax Collector  - term of two years until the eighth day of January 1914, thereafter, four years, annual salary $5,000; ""City Attorney"" - term of four years, annual salary $7,000.",https://sfpl.org/index.php?pg=2000027201&propid=88
12/10/1912,1912,12,10,9,Establishment of Department of Energy,7117,62296,10.2,89.8,50%+1,F,Supervisors,supervisors,Charter Amendment,Department of Electricity will have charge of the construction and maintenance of the Fire Alarm and Police Telegraph and Telephone Systems.,https://sfpl.org/index.php?pg=2000027201&propid=89
12/10/1912,1912,12,10,10,Chief of Police to Select Detectives,7089,63246,10.0,90.0,50%+1,F,Supervisors,supervisors,Charter Amendment,"Chief of Police to select detectives,  not to exceed one detective for each eighteen police officers. Chief to designate Captain of Detectives, annual salary,  $3,000; Lieutenant of Detectives, annual salary $2400; Detective Sergeants, annual salary $1800.",https://sfpl.org/index.php?pg=2000027201&propid=90
12/10/1912,1912,12,10,11,"Chief of Police, Duties and Responsibilities",5430,64600,10.1,89.9,50%+1,F,Supervisors,supervisors,Charter Amendment,"Chief of Police - appointed by Board of Police Commissioners for a term of four years, annual salary $6,000, have control of all members of Department, maintain and enforce law, control of City and County prisons.",https://sfpl.org/index.php?pg=2000027201&propid=91
12/10/1912,1912,12,10,12,City Expenses For Holiday Celebrations,32735,38024,46.2,53.8,50%+1,F,Supervisors,supervisors,Charter Amendment,"Establish limits on  the following holiday celebrations: National Independence - $2,500; Admission of the State of California into the Union - $1,000; Memorial Day - $500.",https://sfpl.org/index.php?pg=2000027201&propid=92
12/10/1912,1912,12,10,13,Appointed City Employees,41215,30474,57.4,42.6,50%+1,P,Supervisors,supervisors,Charter Amendment,"All persons appointed to office must be citizens of the United States, and must, during their employment, reside in the city and county, and must have resided for one year preceding their appointment.  Appointees whose duties are performed outside the city will not be subject to those requirements",https://sfpl.org/index.php?pg=2000027201&propid=93
