election_date,election_year,election_month,election_day,prop_letter_or_num,prop_title,num_yes_votes,num_no_votes,pct_yes_votes,pct_no_votes,pct_required_to_pass,pass_or_fail,raw_source_of_prop,source_of_prop,prop_kind,description,prop_url
3/2/2004,2004,3,2,C,Civilian Jobs in the Police Department,105005,64773,61.85,38.15,50%+1,P,Board of Supervisors,supervisors,Charter Amendment,Shall the City reduce the required number of uniformed Police officers if the City fills certain positions currently performed by uniformed officers with civilian staff?,https://sfpl.org/index.php?pg=2000027201&propid=1701
3/2/2004,2004,3,2,D,Equal Treatment of Domestic Partners,113646,60999,65.07,34.93,50%+1,P,Board of Supervisors,supervisors,Charter Amendment,"Shall domestic partners be allowed to register in the City, even if they live or work outside the City, and shall the City Employees' Retirement System treat domestic partners as spouses?",https://sfpl.org/index.php?pg=2000027201&propid=1702
3/2/2004,2004,3,2,E,Requests for City Records Containing Private Information,87704,80236,52.22,47.78,50%+1,P,Board of Supervisors,supervisors,Charter Amendment,"Shall the Board of Supervisors, rather than individual departments and officials, respond to requests made by the federal or state government for records that may contain private information about citizens?",https://sfpl.org/index.php?pg=2000027201&propid=1703
3/2/2004,2004,3,2,F,Labor Negotiations with Deputy Sheriffs,103327,60267,63.16,36.84,50%+1,P,Board of Supervisors,supervisors,Charter Amendment,Shall the rules that apply to labor negotiations with the uniformed members of the Police and Fire departments also apply to labor negotiations with the deputy sheriffs?,https://sfpl.org/index.php?pg=2000027201&propid=1704
3/2/2004,2004,3,2,G,Supplemental Pay for City Employees on Military Duty,99726,69589,58.90,41.10,50%+1,P,Board of Supervisors,supervisors,Charter Amendment,"May the City provide supplemental pay for more than 180 days to City employees called for military service, and may the City provide this pay retroactively?",https://sfpl.org/index.php?pg=2000027201&propid=1705
3/2/2004,2004,3,2,H,Public Education Fund,123103,50837,70.77,29.23,50%+1,P,Board of Supervisors,supervisors,Charter Amendment,Shall the City create a fund to increase the City's spending for public education over the next eleven years?,https://sfpl.org/index.php?pg=2000027201&propid=1706
3/2/2004,2004,3,2,I,Replacement of Diesel Buses,118074,56864,67.49,32.51,50%+1,P,Board of Supervisors,supervisors,Ordinance,"Shall Muni be required to replace diesel buses purchased before 1991, and shall any new Muni vehicles be required to meet the anti-pollution standards that apply to other City vehicles?",https://sfpl.org/index.php?pg=2000027201&propid=1707
3/2/2004,2004,3,2,J,Incentive to Build Below-Market-Rate Housing,52028,121352,30.01,69.99,50%+1,F,Initiative,initiative,Ordinance,Shall housing developments located downtown or along the central waterfront be subject to less-restrictive density and height rules than other housing developments if the developer builds and sells additional below-market rate housing?,https://sfpl.org/index.php?pg=2000027201&propid=1708
3/2/2004,2004,3,2,2,Regional Measure 2  Regional Traffic Relief Plan,115891,53214,68.53,31.47,50%+1,P,Senate Bill 916 (Perata) 2003-2004 Session; Senate Select Committee on Bay Area Transportation,senate bill 916 (perata) 2003-2004 session; senate select committee on bay area transportation,Regional Measure,"Shall voters authorize a Regional Traffic Relief Plan that does the following: 1) Directs revenues generated through the collection of bridge tolls to provide the following projects: a) Expand and extend BART.  B) New Transbay commuter rail crossing south of the San Francisco-Oakland Bay Bridge.  C) Comprehensive Regional Express bus network.  D) New expanded ferry service.  E) Better connections between BART, buses, ferries, and rail.  2) Approves a one dollar ($1) toll increase effective July 1, 2004, on all toll bridges in the bay area, except the Golden Gate Bridge?",https://sfpl.org/index.php?pg=2000027201&propid=1709
11/2/2004,2004,11,2,A,Affordable Housing Bonds,209259,116706,64.20,35.80,66 2/3%,F,Board of Supervisors,supervisors,Bond Issue,"Shall the City borrow $200,000,000 to buy, build or renovate supportive and affordable housing and assist low- and moderate-income individuals and households to buy a home?",https://sfpl.org/index.php?pg=2000027201&propid=1710
11/2/2004,2004,11,2,B,Historical Preservation Bonds,181658,134896,57.39,42.61,66 2/3%,F,Board of Supervisors,supervisors,Bond Issue,"Shall the City borrow $60,000,000 to buy, renovate or preserve historical resources owned by the City or the San Francisco Unified School District?",https://sfpl.org/index.php?pg=2000027201&propid=1711
11/2/2004,2004,11,2,C,Health Service System,166651,129210,56.33,43.67,50%+1,P,Board of Supervisors,supervisors,Charter Amendment,"Shall the Health Service System be a separate City department, and shall the Health Service Board be authorized to appoint and remove the manager of the Health Service System?",https://sfpl.org/index.php?pg=2000027201&propid=1712
11/2/2004,2004,11,2,D,Changes to City Charter,118123,162385,42.11,57.89,50%+1,F,Board of Supervisors,supervisors,Charter Amendment,"Shall Charter rules be changed concerning the deadlines and number of votes required for action by the Board of Supervisors, the number of aides per Board member, and the length of time the commissioners may serve after their term has expired?",https://sfpl.org/index.php?pg=2000027201&propid=1713
11/2/2004,2004,11,2,E,Police and Fire Survivor Benefits,210091,108193,66.01,33.99,50%+1,P,Board of Supervisors,supervisors,Charter Amendment,Shall the City pay the survivor of a police officer or firefighter who dies in the line of duty 100% of retirement benefits the officer or firefighter would have received?,https://sfpl.org/index.php?pg=2000027201&propid=1714
11/2/2004,2004,11,2,F,Noncitizen Voting in School Board Elections,155643,164924,48.55,51.45,50%+1,F,Board of Supervisors,supervisors,Charter Amendment,"May San Francisco residents who are 18 or older vote in School Board elections, whether or not the resident is a United States citizen, if the resident is a parent, guardian or care-giver of a child in the School District?",https://sfpl.org/index.php?pg=2000027201&propid=1715
11/2/2004,2004,11,2,G,Health Plans for City Residents,201,100206,66.81,33.19,50%+1,P,Board of Supervisors,supervisors,Charter Amendment,Shall the City authorize the Health Service Board to establish health plans for City residents?,https://sfpl.org/index.php?pg=2000027201&propid=1716
11/2/2004,2004,11,2,H,Naming the Stadium at Candlestick Point,170217,141904,54.54,45.46,50%+1,P,Board of Supervisors,supervisors,Ordinance,"Shall the City-owned sports stadium at Candlestick Point be named ""Candlestick Park?""",https://sfpl.org/index.php?pg=2000027201&propid=1717
11/2/2004,2004,11,2,I,Economic Analysis of Legislation,154022,142650,51.92,48.08,50%+1,P,Board of Supervisors,supervisors,Ordinance,"Shall the City hire economists to study proposed legislation and report on the likely impact on the local economy, and shall the City develop a long-term Economic Development Plan?",https://sfpl.org/index.php?pg=2000027201&propid=1718
11/2/2004,2004,11,2,J,Sales Tax Increase,131529,182477,41.89,58.11,50%+1,F,Board of Supervisors,supervisors,Ordinance,Shall the City increase the local sales tax by 1/4% (one-quarter-of-one-percent)?,https://sfpl.org/index.php?pg=2000027201&propid=1719
11/2/2004,2004,11,2,K,Business Tax,135068,162910,45.33,54.67,50%+1,F,Board of Supervisors,supervisors,Ordinance,"Shall the City create a temporary 0.1% (one-tenth-of-one-percent) gross receipts tax, and clarify how the City's existing payroll expense tax applies to certain business entities?",https://sfpl.org/index.php?pg=2000027201&propid=1720
11/2/2004,2004,11,2,L,Use of Hotel Tax to Preserve Movie Theaters,78157,229487,25.41,74.59,66 2/3%,F,Initiative,initiative,Ordinance,"Shall 15% of the existing hotel tax surcharge be set aside to acquire, preserve and maintain neighborhood and single-screen movie theaters and promote the local film-making industry?",https://sfpl.org/index.php?pg=2000027201&propid=1721
11/2/2004,2004,11,2,N,Withdrawing U.S. Military Personnel from Iraq,195257,113053,63.33,36.67,50%+1,P,Board of Supervisors,supervisors,Declaration of Policy,Shall it be City policy to urge the United States government to withdraw all troops from Iraq and bring all military personnel in Iraq back to the United States?,https://sfpl.org/index.php?pg=2000027201&propid=1723
11/2/2004,2004,11,2,O,Use of Sales Tax Funds,181340,122644,59.65,40.35,50%+1,P,Board of Supervisors,supervisors,Declaration of Policy,"Shall it be City policy to use additional sales tax funds resulting from approval of Proposition J to assist low-income residents including seniors, the disabled, children and the homeless?",https://sfpl.org/index.php?pg=2000027201&propid=1724
11/2/2004,2004,11,2,AA,BART Earthquake Safety Bond,224297,71301,75.88,24.12,66 2/3%,P,,unknown,Regional Bond Measure,"To protect public safety and keep Bay Area traffic moving in the aftermath of an earthquake or other disaster, shall BART, the San Francisco Bay Area Rapid Transit District, be authorized to issue bonds not to exceed $980 million dollars to make earthquake safety improvements to BART facilities in Contra Costa, San Francisco, and Alameda Counties, including strengthening tunnels, bridges, overhead tracks and the underwater Transbay Tube, and establish and independent citizens; oversight committee to verify bond revenues are spent as promised?",https://sfpl.org/index.php?pg=2000027201&propid=1725
11/8/2005,2005,11,8,A,Community College District General Obligation Bonds,134999,76320,63.88,36.12,55%,P,Community College District,community college district,Bond Issue,"Shall San Francisco Community College District (City College) increase opportunities and improve conditions at its campuses throughout San Francisco by issuing $246,300,000 in Phase II bonds at legal interest rates to pay for capital improvements including increasing student access to advanced computer technology and bio/stem cell technology, renovating classrooms, building new facilities for upper division classes, neighborhood classes and the performing arts, with annual audits, citizens' oversight and no spending for college administrators' salareis?",https://sfpl.org/index.php?pg=2000027201&propid=1726
11/8/2005,2005,11,8,B,Street and Sidewalk Improvement Bonds,119095,91952,56.43,43.57,66 2/3%,F,Board of Supervisors,supervisors,Bond Issue,"Shall the City incur $208,000,000 of bonded indebtedness to finance street reconstruction, pavement, renovation, disabled access, curb ramp construction, sidewalk and street improvements, street structure rehabilitation and improvements, pedestrian safety street and signal improvements, street improvements for bicylce use and all other structures and improvements necessary or convenient for the foregoing purposes?",https://sfpl.org/index.php?pg=2000027201&propid=1727
11/8/2005,2005,11,8,C,Ethics Commission Budget and Outside Counsel,81672,120968,40.30,59.70,50%+1,F,Board of Superviosrs,board of superviosrs,Charter amendment,"Shall the City create a new budget process for the Ethics Commission that alters the role of the Mayor, and authorize the Commission to hire outside consul under certain circumstances?",https://sfpl.org/index.php?pg=2000027201&propid=1728
11/8/2005,2005,11,8,D,Appointment of Municipal Transportation Agency Board of Directors,71585,29801,64.84,35.16,50%+1,P,Board of Supervisors,supervisors,Charter amendment,"Shall the President of the Board of Supervisors nominate three members and the Mayor nominate four members to the Municipal Transportation Agency Board of Directors, and shall the members be prevented from serving as ""hold-overs""?",https://sfpl.org/index.php?pg=2000027201&propid=1729
11/8/2005,2005,11,8,F,Neighborhood Firehouses,119581,88062,57.58,42.42,50%+1,P,Initiative,initiative,Ordinance,"Shall the City maintain and operate all 42 firehouses and specific emergency and rescue vehicles and equipment at the same levels that were used on January 1, 2004?",https://sfpl.org/index.php?pg=2000027201&propid=1731
11/8/2005,2005,11,8,G,Access to Underground Parking at Golden Gate Park,138069,65862,67.70,32.30,50%+1,P,Board of Supervisors,supervisors,Ordinance,"May the underground parking garage in Golden Gate Park have one entrance-exit inside the Park without dedicated access lanes that lead outside the Park, and shall the number of lanes of automobile traffic in parts of the park be limited?",https://sfpl.org/index.php?pg=2000027201&propid=1732
11/8/2005,2005,11,8,H,Firearm Ban,123033,89856,57.79,42.21,50%+1,P,Board of Supervisors,supervisors,Ordinance,"Shall the City ban the manufacture, distribution, sale and transfer of firearms and ammunition within San Francisco, and ban City residents from possessing handguns within San Francisco?",https://sfpl.org/index.php?pg=2000027201&propid=1733
11/8/2005,2005,11,8,I,"No Military Recruiters in Public Schools, Scholarships for Education and Job Training",125581,86723,70.9,29.1,50%+1,P,Initiative,initiative,Declaration of Policy,Shall it be City policy to oppose military recruiting in public schools and consider funding scholarships for education and training that could provide an alternative to military service?,https://sfpl.org/index.php?pg=2000027201&propid=1734
6/6/2006,2006,6,6,A,Additional Funding for Homicide Prevention Services,66982,69060,49.24,50.76,50%+1,F,Board of Supervisors,supervisors,Charter Amendment,"Shall the City allocate an additional $10 million primarily from the City's General Fund for each of the next three fiscal years for violence prevention and intervention services, establish a Homicide Prevention Planning Council to develop and annually revise a Homicide Prevention Plan and create a Survivors' Fund in the Office of the District Attorney?",https://sfpl.org/index.php?pg=2000027201&propid=1735
6/6/2006,2006,6,6,B,Eviction Disclosure Ordinanace,71440,65373,52.22,47.78,50%+1,P,Board of Supervisors,supervisors,Ordinance,Shall the City change its laws to require landlords who offer to sell buildings of two or more residential units to disclose to all potential buyers the specific legal grounds for any evictions that result in vacant units at the time of sale and whether the evicted tenants were elderly or disabled?,https://sfpl.org/index.php?pg=2000027201&propid=1736
6/6/2006,2006,6,6,C,Appointing Elected Officials to the Transbay Joint Powers Authority,37030,93905,28.28,71.72,50%+1,F,Board of Supervisors,supervisors,Ordinance,Shall the City change the appointment process for the City's three representatives to the Transbay Joint Powers Authority by specifically designating the Mayor and two members of the Board of Supervisors to represent the City?,https://sfpl.org/index.php?pg=2000027201&propid=1737
6/6/2006,2006,6,6,D,Zoning Changes to Limit Services at Laguna Honda Hospital and Other Residential Health Care Facilities,35418,99060,26.34,73.66,50%+1,F,Initiative,initiative,Ordinance,"Shall the City amend the Planning Code to create the Laguna Honda Hospital Special Use District"" that includes the site of Laguna Honda Hospital, limit the patients who can receive services at Laguna Honda Hospital and certain other residential health care facilities, and allow both publicly and privately-owned residential health care facilities in ""public"" districts throughout San Francisco?",https://sfpl.org/index.php?pg=2000027201&propid=1738
7/16/1946,1946,7,16,Recall,Recalling Mayor Roger D. Lapham,73946,109526,40.30,59.70,50%+1,F,,unknown,Recall,Shall Roger D. Lapham be recalled from the Office of Mayor?,https://sfpl.org/index.php?pg=2000027201&propid=1739
11/5/1907,1907,11,5,Ordinance Proposition 22),An ordinance relating to the license of retail liquor dealers,14607,22680,39.1,60.9,50%+1,F,,unknown,Ordinance,"An ordinance relating to the license of retail liquor dealers, and reducing the license for sale in quantities less than one quart, from Five Hundred  ($500) Dollars to Four Hundred ($400) Dollars per year.",https://sfpl.org/index.php?pg=2000027201&propid=1740
5/19/1939,1939,5,19,1,Salary Standardization,42556,130816,24.5,75.5,50%+1,F,,unknown,Referendum,"Shall Ordinance No. 60, as enacted by the Board of Supervisors of the City and County of San Francisco, standardizing the salaries of Municipal employees, be adopted?",https://sfpl.org/index.php?pg=2000027201&propid=1741
5/19/1939,1939,5,19,2,Municipal Power Bonds,50283,123118,28.9,71.1,50%+1,F,,unknown,Charter Amendment,"Revenue Bonds.  Adding 19 new sections numbered 121.1 to 121.19, both numbers inclusive, to the Charter of the City and County of San Francisco, authorizing issuance of bonds or other obligations payable wholly out of revenue in an amount not exceeding $55,000,000 for a system of generation and distribution of hydro-electric power.",https://sfpl.org/index.php?pg=2000027201&propid=1742
11/3/1908,1908,11,3,Ordinance,Granting John J. Egan certain rights of way for Railroad Franchise.,7636,29611,20.5,79.5,50%+1,F,,unknown,Ordinance,Ordinance granting John J. Egan certain rights of way for Railroad Franchise.,https://sfpl.org/index.php?pg=2000027201&propid=1743
11/5/1912,1912,11,5,,Providing for the rejection of or the refusal to accept or use any gift or donation from Andrew Carnegie for library or other public purpose,28314,57613,32.9,67.1,50%+1,F,,unknown,Declaration of Policy,Providing for the rejection of or the refusal to accept or use any gift or donation from Andrew Carnegie for library or other public purpose.,https://sfpl.org/index.php?pg=2000027201&propid=1744
12/20/1912,1912,12,20,1,To incur bonded debt for acquisition of lands.,28848,17497,62.2,37.8,66  2/3%,F,,unknown,Bond Issue,"To incur bonded debt of the City and County of San Francisco to the amount of seven hundred thousand ($700,000.00) dollars for the acquisition of the lands and improvements thereon, being a portion of the ""Sutro Property"" located contiguous to and in the vicinity of Lincoln Park, the same to be used as a public park, pleasure and recreation grounds and such other public purposes as may be determined by the Board of Supervisors. Bonds issued for such purposes shall bear interest at the rate of 4 1/2 per centum per annum, payable semi-annually.",https://sfpl.org/index.php?pg=2000027201&propid=1745
12/20/1912,1912,12,20,2,To incur bonded debt for the completion of the County Jail and San Francisco Hospital,35086,11123,75.9,24.1,66  2/3%,P,,unknown,Bond Issue,"To incur bonded debt of the City and County of San Francisco to the amount of one million seven hundred thousand ($1,700,000.00) dollars for the completion of the permanent municipal buildings known as and used as the County Jail and san Francisco Hospital. Bonds issued for such purposes shall bear interest at the rate of 41/2 per centum per annum, payable semi-annually.",https://sfpl.org/index.php?pg=2000027201&propid=1746
12/20/1912,1912,12,20,3,To incur bonded debt for the acquisition of lands to be used as a public park.,23219,22576,50.7,49.3,66  2/3%,F,,unknown,Bond Issue,"To incur bonded debt of the City and County of San Francisco to the amount of eight hundred thousand ($800,000.00) dollars for the acquisition of lands in the vicinity of Van Ness avenue at its northernly termonation, to be used as a public acquatic park. Bonds issued for such purpose shall bear interest at the rate of 41/2 per centum per annum, payable semi-annually.",https://sfpl.org/index.php?pg=2000027201&propid=1747
12/20/1912,1912,12,20,4,To incur bonded debt for the acquisition of lands to be used as a public park.,22120,23337,48.6,51.4,66  2/3%,F,,unknown,Bond Issue,"To incur bonded debt of the City and County of San Francisco to the amount of two hundred thousand ($200,000.00) dollars for the acquisition of lands in the vicinity of Twin Peaks, to be used as a public park. Bonds issued for such purpose shall bear interest at the rate of 41/2 per centum per annum, payable semi-annually.",https://sfpl.org/index.php?pg=2000027201&propid=1748
12/20/1912,1912,12,20,5,To incur bonded debt for the construction and completion of a fire and police signal system.,30840,15311,66.8,33.2,66  2/3%,F,,unknown,Bond Issue,"To incur bonded debt of the City and County of San Francisco to the amount of seven hundred and fifty thousand ($750,000.00) dollars for the construction and completion of a fire and police signal system, including the necessary buildings, and the acquisition of the lands therefor. Bonds issued for such purpose shall bear interest at the rate of 41/2 per centum per annum, payable semi-annually.",https://sfpl.org/index.php?pg=2000027201&propid=1749
3/29/1912,1912,3,29,1,"Proposition to require the acquisition, construction, completion and equipment of a telephone system",21168,10463,66.9,33.1,50%+1,P,,unknown,Ordinance,"An ordinance determining and declaring that the public interest and necessity require the acquisition, construction, completion and equipment of a public utility, a telephone system, by the City and County of San Francisco; that the cost thereof, in addition to the other expenses of the City and County, will exceed the income and revenue provided for the said City and County and County for one year; and directing the Board of Public Works to procure through the City Engineer and to place on file with the Board of Supervisors, plans and estimates of the cost of original construction, completion and equipment of such public utility: and determining and declaring that the public interest and necessity require the acquisition by said City and County of San Francisco, of the telephone system of the Bay Cities Home Telephone Company, in said City and County of San Francisco: and determining and declaring that public interest and necessity require that any merger of the said Bay Cities Home Telephone Company, and  of the Pacific Telephone and Telegraph Company, be disapproved, rejected and defeated, and that said Bay Cities Home Telephone Company be not released from any contracts or other obligations to the said City and County.",https://sfpl.org/index.php?pg=2000027201&propid=1750
3/29/1912,1912,3,29,2,"To incur bonded debt for the acquisition of the telephone system, works and property of the Bay Cities Home Telephone Company.",20492,10759,65.5,34.5,50%+1,P,,unknown,Ordinance,"An ordinance calling and providing for a special election to be held in the City and County of San Francisco on the day to be set by the Board of Election Commissioners, in conformity with Chapter III, of Article XI, of the Charter of the City and County of San Francisco, for the purpose of submitting to the voters of said City and County, a proposition, to-wit: A proposition to incur bonded debt of the City and County of San Francisco to the amount of $600,000.00 for the acquisition by said City and County of San Francisco of an existing public utility, to-wiy: The telephone system, works and property of the Bay Cities Home Telephone Company, a corporation, to be owned and controlled by the City and County of San Francisco for supplying to said City and County and to the inhabitants thereof, a means of communication by telephone and telepathy between all inhabitants of the said City and County of San Francisco.",https://sfpl.org/index.php?pg=2000027201&propid=1751
3/8/1921,1921,3,8,1,Adding a new section to Article XII of the Charter to be known as Section 18.,43073,30992,58.1,41.9,66 2/3%,F,,unknown,Bond Issue,"Adding a new section to Article XII of the Charter to be known as Section 18.  (Authorizes and assents to the acquisition by purchase of and incurring of a bonded indebtedness by the City and County of San Francisco, for the purpose of acquiring by purchase certain specific properties of the Spring Valley Water Company, a corporation, to be owned and controlled by said City and County for supplying water for municipal, domestic and industrial purposes in said City and County and elsewhere, in the State of California, the amount of such indebtedness to be $37,000,000 plus such sums not exceeding $1,000,000 in total amount as the Railroad Commission of the State of California shall certify to have been properly expended for capital additions to said property for water supply purposes between the first day of March, 1920, and the date at which the purchase is consummated, fixes the rate of interest on said bonds at not to exceed 5 per cent per annum, payable semi-annually, provides for the payment of said interest when it falls due, provides for a sinking fund for the payment of the principal of said bonds on or before the maturities thereof, removes said bonds from the debt limitations contained in Section 9 of Article XII of the Charter, empowers the Board of Supervisors to fix the form and denomination of said bonds by ordinance, provides for the registration and conversion of said bonds, provides for the creation of a water commission to operate said properties, and further provides that if at this election at least two-thirds of the qualified electors voting shall assent to this proposal for such Charter Amendment, such vote shall be deemed to be the assent of said electors to incurring said bonded indebtedness as required by Section 18 of Article XI of the Constitution of the State of California.)",https://sfpl.org/index.php?pg=2000027201&propid=1752
12/30/1909,1909,12,30,2,"To incur a bonded indebtedness for acquisition, construction and completion of a street railway over and along Market street.",30869,11613,72.6,27.4,66 2/3%,P,,unknown,Bond Issue,"To incur a bonded indebtedness by the City and County of San Francisco to the amount of $120,000 for the purpose of the acquisition, construction and comletion of a street railway over and along Market street, from Geary street to East street and upon East street to the Ferry Building.  Bonds issued for such purpose shall bear interest at the rate of four and one-half per centum per annum, payable semi-annually.",https://sfpl.org/index.php?pg=2000027201&propid=1753
11/21/1922,1922,11,21,1,To incur bonded indebtedness for the construction of permanent buildings for public schools,69331,11505,85.7,14.3,66 2/3%,P,,unknown,Bond Issue,"To incur a bonded indebtedness by the City and County of San Francisco, California, to the amount of twelve million dollars for the construction, completion and equipment by the City and County of San Francisco of permanent buildings to be used for public schools, and the acquisition of necessary lands therefor. Bonds issued for such purpose shall bear interest at the rate of five per centum per annum, payable semi-annually.",https://sfpl.org/index.php?pg=2000027201&propid=1754
11/21/1922,1922,11,21,2,To incur bonded indebtedness for the construction of a Relief Home,70336,10038,87.5,12.5,66 2/3%,P,,unknown,Bond Issue,"To incur a bonded indebtedness by the City and County of San Francisco, California, to the amount of two million dollars for the construction, completion and equipment of permanent buildings by the City and County of San Francisco to be used as a Relief Home. Bonds issued for such purpose shall bear interest at the rate of five per centum per annum, payable semi-annually.",https://sfpl.org/index.php?pg=2000027201&propid=1755
12/30/1909,1909,12,30,1,To incur bonded indebtedness for the construction of a street railway over and along Geary Street,31151,11704,72.6,27.4,66 2/3%,P,,unknown,Bond Issue,"To incur a bonded indebtedness by the City and County of San Francisco to the amount of $1,900,000.00 for the purpose of the acquisition and completion of a street railway over and along Geary street, from Market street to Point Lobos avenue, Point Lobos avenue, from Geary street to Cliff avenue, from Point Lobos avenue to a convenient terminal near the ocean; Tenth avenue, from Point Lobos avenue to Golden Gate Park. Bonds issued for such purpose shall bear interest at the rate of 41/2 per centum per annum, payable semi-annually.",https://sfpl.org/index.php?pg=2000027201&propid=1756
2/6/1931,1931,2,6,1,Improvement of paths and roads in public parks. and squares,72895,10933,86.9,13.1,66  2/3%,P,,unknown,Bond Issue,"To incur a bonded indebtedness of $1,400,000 for construction and improvement of meadows in Golden Gate Park, bridle path Sutro Heights to Sea Cliff, footpath Sutro Heights to 32nd Avenue, footpath around Telegraph Hill, driveway in McLaren Park, footpath through Sunset Square, improving roads in Golden Gate Park, planting and grading Telegraph Hill, improving Acquatic Park, Yacht Harbor and Balboa Park, and roadways in Sharp Park.",https://sfpl.org/index.php?pg=2000027201&propid=1757
2/6/1931,1931,2,6,2,Construction of roads and highways.,72761,10840,87.0,13.0,66  2/3%,P,,unknown,Bond Issue,"To incur a bonded indebtedness of $900,000 for acquisition, construction and completion of road around Lake Merced, reconditioning streets in Sunset District, extension of Clarendon Avenue to Seventh Avenue, road around Blue Mountain, improving Stanley Street Parkway, constructing Bernal Heights Boulevard, and roadways within and approaching Laguna Honda Home.",https://sfpl.org/index.php?pg=2000027201&propid=1758
2/6/1931,1931,2,6,3,Improvements in public playgrounds.,72457,11132,86.6,13.4,66  2/3%,P,,unknown,Bond Issue,"To incur a bonded indebtedness of  $200,000 for construction and completion of public improvemnets in Potrero Hill, Ocean View, St. Mary's Park, Julius Kahn and Funston Annex Playgrounds.",https://sfpl.org/index.php?pg=2000027201&propid=1759
5/19/1939,1939,5,19,1,Salary standardization of Municipal employees.,42556,130816,24.5,75.5,50%+1,F,,unknown,Referendum,"Shall Ordinance No. 60, as enacted by the Board of Supervisors of the City and County of San Francisco, standardizing the salaries of Municipal employees, be adopted?",https://sfpl.org/index.php?pg=2000027201&propid=1760
5/19/1939,1939,5,19,2,Charter Amendment No. 1. Revenue Bonds.,50283,123118,28.9,71.1,50%+1,F,,unknown,Charter Amendment,"Adding 19 new sections numbered 121.1 to 121.19, both numbers inclusive to the Charter of the City and County of San Francisco, authorizing issuance of bonds or other obligations payable wholly out of revenue in an amount not exceeding $55,000.000 for a system of generation and distribution of hydroelectric power.",https://sfpl.org/index.php?pg=2000027201&propid=1761
5/7/1940,1940,5,7,1,Charter Amendment No. 1. Airport Employees.,84293,53799,61.0,39.0,50%+1,P,,unknown,Charter Amendment,Amending Section 125 of the Charter granting to persons employed for more than one year at the San Francisco Airport civil service rating.,https://sfpl.org/index.php?pg=2000027201&propid=1762
5/7/1940,1940,5,7,2,Charter Amendment No. 2 Mayor's Office.,40896,97213,29.6,70.4,50%+1,F,,unknown,Charter Amendment,Amending Section 25 of the Charter granting the Mayor the right to appoint and remove at his pleasure one Usher Attendant.,https://sfpl.org/index.php?pg=2000027201&propid=1763
11/2/1909,1909,11,2,1,Liquor Licenses.,23055,15415,59.9,40.1,50%+1,P,,unknown,Ordinance,"Fixing the amount of Licenses to persons, firms, corporations and owners of any place of business where spirituous, malt or fermented liquors, or wines are furnished , or sold, in less quantity than one quart, and providing for the issuance and revocation of such licenses.",https://sfpl.org/index.php?pg=2000027201&propid=1764
8/26/1930,1930,8,26,1,Bonds to purchase Pafic Gas & Electric Company property.,25383,63638,28.5,71.5,66 2/3%,F,,unknown,Bond Issue,Bonds to purchase Pacific & Electric Company property.,https://sfpl.org/index.php?pg=2000027201&propid=1765
8/26/1930,1930,8,26,2,Bonds to purchase Great Western Power Company property.,25256,63387,28.4,71.6,66 2/3%,F,,unknown,Bond Issue,Bonds to purchase Great Western Power Company property.,https://sfpl.org/index.php?pg=2000027201&propid=1766
8/26/1930,1930,8,26,3,Bonds to build transmission lines from Newark to San Francisco.,25788,61972,29.3,70.7,66 2/3%,F,,unknown,Bond Issue,Bonds to build transmission lines from Newark to San Francisco.,https://sfpl.org/index.php?pg=2000027201&propid=1767
8/26/1930,1930,8,26,4,Bonds to acquire a hydro-electric plant at Red Mountain Bar.,26001,61422,29.7,70.3,66 2/3%,F,,unknown,Bond Issue,Bonds to acquire a hydro-electric plant at Red Mountain Bar.,https://sfpl.org/index.php?pg=2000027201&propid=1768
11/7/2006,2006,11,7,A,School Bonds,171236,60460,73.85,25.15,55%+1,P,,unknown,Bond Issue,"Shall the San Francisco Unified School District modernize and repair up to 64 additional school facilities to health, safety instructional and accessibility standards, and where applicable, replace portable trailer with permanent classrooms: upgrade bathrooms,science labs, plumbing, electrical and other building systems: replace heating and ventilation systems; and renovate classrooms, with proceeds from the issuance of up to $450,000,000 in bonds, at legal interest rates, with guaranteed annual audits, and citizens' oversight to monitor expenditures?",https://sfpl.org/index.php?pg=2000027201&propid=1769
11/7/2006,2006,11,7,B,Allowing Members of Boards and Commissions to Particiapte in Meetings by Teleconference due to Pregnancy and Related Conditions; Adoption of Parental Leave Policies,164166,63157,72.22,27.78,50%+1,P,,unknown,Charter Amendment,"Shall the Board of Supervisors adopt a parental leave policy that permits its members and members of all City boards and commissions to participate in meetings by teleconference when the member is not able to attend due to pregnancy, child birth or related condition?",https://sfpl.org/index.php?pg=2000027201&propid=1770
11/7/2006,2006,11,7,C,Setting Salaries of Certain Local Elected Officials,140561,81396,63.33,36.67,50%+1,P,,unknown,Charter Amendment,"Shall the Civil Service Commission set the salaries of the Mayor, City Attorney, District Attorney, Public Defender, Assessor-Recorder, Treasurer, and Sheriff based on the average salary paid to comparable officials in other Bay Area counties?",https://sfpl.org/index.php?pg=2000027201&propid=1771
11/7/2006,2006,11,7,D,Disclosure of Private Information,143020,79230,64.35,35.65,50%+1,P,,unknown,Ordinance,Shall the City and County's contractors be prohibited from disclosing private information about individuals except under limited circumstances?,https://sfpl.org/index.php?pg=2000027201&propid=1772
